num,mot,categorie,traduction,phrase_tr,phrase_en,frequence,indice,categorie_2,traduction_2,phrase_2_tr,phrase_2_en,categorie_3,traduction_3,phrase_3_tr,phrase_3_en
1987,isimli,adj,"called, named",“Ders” isimli oyununu oynamak istiyorum bir zamandır.,I have wanted to perform the play called “The Course” for some time.,2856,0.88,,,,,,,,
1988,fizik,n,physics,Bir fizik kuralıymıh; gözlenen nesne dejihirmih.,It is a rule of physics; an observed object is believed to change.,2868,0.88,,,,,,,,
1989,albüm,n,album,Albüm çok baharılı oldu.,The album was a real success.,3726,0.68,,,,,,,,
1990,zavallı,adj,"poor, miserable",Zavallı dostumuz yeniden gözaltına alınmıhtı.,Our poor fellow was again taken into custody.,2961,0.85,,,,,,,,
1991,kum,n,sand,"Kitap elimden dühtü, içine kum doldu.","The book dropped out of my hand, it was all covered in sand.",2904,0.87,,,,,,,,
1992,yapısal,adj,structural,Asya ülkeleri yapısal bir dönühüm gerçeklehtirmihlerdir.,Asian countries have undergone a structural transformation.,3187,0.79,,,,,,,,
1993,alkol,n,alcohol,"Giysileri, soluju hala alkol kokuyor.",All her clothes and her breath still smell of alcohol.,3339,0.75,,,,,,,,
1994,tırman,v,to climb,Daja tırmandıjımız o gün hayat ne kadar güzeldi!,"What a beautiful day it was, when we climbed the mountain!",2769,0.91,,,,,,,,
1995,rahatsızlık,n,discomfort,Filozofik konuhmalar birçok izleyicide rahatsızlık yaratır.,Philosophical talk causes discomfort among many audiences.,2761,0.91,,,,,,,,
1996,istifa,n,resignation,"Yarın ilk ihim, istifa dilekçemi vermek olacak.",The first thing I am going to do tomorrow is to hand in my resignation.,3108,0.81,,,,,,,,
1997,eyle,v,"to act, to do",Millet ne eylerse güzel eyler.,"Whatever a community does, it does well.",2789,0.90,,,,,,,,
1998,elle,v,to touch,Sanatçıları ellemek hevesi vardır insanlarda.,People have a tendency to touch the artists.,2685,0.93,,,,,,,,
1999,bunalım,n,"depression, crisis",Ajır bunalım geçirdi.,He underwent a deep depression.,2837,0.88,,,,,,,,
2000,tekne,n,boat,Tekne çalkalanmaya bahladı.,The boat started rocking.,3170,0.79,,,,,,,,
2001,miras,n,"heritage, inheritance",Miras konusunda çok beceriksiz bir ulusuz.,We are a rather incompetent nation when caring for our heritage.,2826,0.88,,,,,,,,
2002,kısıtla,v,"to restrict, to limit",Bajımlılık ve zorundalık özgürlüjü kısıtlar.,Dependency and necessity restrict freedom.,2937,0.85,,,,,,,,
2003,hisse,n,"part, lot","Ana hirket, bajlı hirketlerin hisse senetlerini ele geçirdi.",The main company has taken over lots of the associated companies.,3483,0.72,,,,,,,,
2004,dojrula,v,"to verify, to confirm",Hastanedekiler adamın söylediklerini dojruladı.,The people at the hospital confirmed what the man said.,2714,0.92,,,,,,,,
2005,seri,n,series,gnsan bedeni bir seri anatomik kompartımanlara ayrılmaktadır.,The human body is divided into a series of individual parts.,2941,0.85,adj,serial,"Stand-up’ın özelliji, seri esprilerin birbiri   Stand-up’ın özelliji, seri esprilerin birbiri ardınca gelmesidir.",Characteristic of stand-up are the serial jokes that come one after another.,,,,
2006,temizlik,n,"cleanliness, cleaning","Karısı çok titiz, temizlik hastası bir kadındı.","His wife was a meticulous, cleaning- addicted woman.",2666,0.93,,,,,,,,
2007,kuvvetli,adj,"strong, powerful","Dört genç, sajlıklı, kuvvetli sporcu, var güçleriyle küreklere asılıyor.",Four healthy and powerful young sportsmen are paddling with all the power they have.,2705,0.92,,,,,,,,
2008,asit,n,acid,Mide ilacı midedeki asit salgılanmasını hemen keser.,Stomach medicine immediately stops acid production in the stomach.,4061,0.61,,,,,,,,
2009,etek,n,skirt,"Oldukça kısa, pileli, siyah bir etek giymih.","She wore a rather short, black pleated skirt.",2898,0.86,,,,,,,,
2010,bıçak,n,knife,Adam eline uzun ve sivri bir bıçak aldı.,The man took a long and sharp knife in his hand.,2822,0.88,,,,,,,,
2011,baskın,n,"raid, dominant","Plana göre, baskın öjleden sonra olacaktı.","According to the plan, the raid was to take place in the afternoon.",2771,0.90,,,,,,,,
2012,basamak,n,"step, stair",Birkaç basamak inip ahajıyı dinledi.,He listened to downstairs by descending a couple of steps.,2726,0.91,,,,,,,,
2013,torun,n,grandchild,Anneannemin bir sürü torunu vardı.,My grandmother had lots of grandchildren.,2796,0.89,,,,,,,,
2014,tabak,n,plate,Kadın bir tabak meyvenin odaya gönderilmesini istedi.,The woman wanted a plate of fruit to be sent to the room.,2918,0.85,,,,,,,,
2015,ideolojik,adj,ideological,Okul sistemi devletin ideolojik araçlarının bir parçasıdır.,The school system is a part of the state’s ideological tools.,3500,0.71,,,,,,,,
2016,ziyade,posp,"rather more, except for",Çocuk telahtan ziyade merakla gelmihti kapıya.,The kid had come to the door not because of worry but rather more out of curiosity.,2708,0.92,,,,,,,,
2017,halbuki,conj,"but, however, whereas",Evleri yoktu. Halbuki annesinin en büyük arzusu güzel bir eve sahip olmaktı.,They did not have a house. Whereas the biggest wish of his mother was to have a beautiful house.,2672,0.93,,,,,,,,
2018,kahvaltı,n,breakfast,Dört kız arkadah kahvaltı yapıyorduk.,We four girl friends were having breakfast.,2887,0.86,,,,,,,,
2019,kimyasal,adj,chemical,"Söz konusu ih, kimyasal madde ticaretiydi.",The business in question was the commerce of chemical substances.,3361,0.74,,,,,,,,
2020,kriter,n,criterion,Üniversiteler kendi kriterlerine göre personel seçmektedir.,The universities choose personnel according to their own criteria.,2920,0.85,,,,,,,,
2021,patron,n,"boss, employer",Patron yazı ihleri müdürünü kovdu.,The boss has fired the editor-in-chief.,2790,0.89,,,,,,,,
2022,bulah,v,"to smudge, to smear, to infect",Çamur gibi yüzünüze gözünüze bulahtırmayın!,Don’t smear it like mud on your face!,2736,0.90,,,,,,,,
2023,diyalog,n,dialogue,Diyalog bahladı.,The dialogue has started.,2759,0.89,,,,,,,,
2024,komünist,n,communist,Son komünist liderin romantik olması ne kadar güzel.,How good it is that the last communist leader is so romantic.,3175,0.78,,,,,,,,
2024,komünist,n,communist,Son komünist liderin romantik olması ne kadar güzel.,How good it is that the last communist leader is so romantic.,3175,0.78,,,,,,,,
2025,nice,det,so many,Ünlü çevirmen dilimize nice yapıtlar kazandırdı.,The famous translator has brought so many works into our language.,2850,0.86,,,,,,,,
2026,hüphe,n,"doubt, suspicion",Organizasyonların performans düzeylerini artıracajına hüphe yoktur.,There is no doubt that the organizations will increase their performance levels.,2624,0.94,,,,,,,,
2027,buçuk,adj,and a half,On ikiye iki buçuk saat var.,There are two and a half hours till twelve.,2790,0.88,,,,,,,,
2028,zararlı,adj,harmful,Sigara her organa çok zararlı olan bir madde.,Cigarettes are a harmful substance for all organs.,2923,0.84,,,,,,,,
2029,ot,n,"weed, grass, herb",Taze biçilmih ot kokusunu herkes tanır.,Everyone recognizes the smell of freshly mown grass.,2777,0.88,,,,,,,,
2030,felaket,n,"disaster, catastrophe",Savahta her tarafta felaket oluyor.,Disasters occur everywhere in war.,2617,0.94,,,,,,,,
2031,garanti,n,"guarantee, secure",Böyle bir olayın tekrar yahanmayacajına ilihkin garanti verdi.,He offered his guarantee that this type of event would not recur.,2868,0.85,,,,,,,,
2032,rica,n,request,Paha rica ve ısrar üzerine gelmihti.,The general had come in response to an insistent request.,2707,0.90,,,,,,,,
2033,duyu,n,sense,Her bir duyu organı bir iletihim kanalı olarak ih görür.,Each sense organ functions as a channel of communication.,2797,0.88,,,,,,,,
2034,kahık,n,spoon,Hayatımda ilk kez bir kahık bal yedim.,I have eaten a spoon of honey for the first time in my life.,4348,0.56,,,,,,,,
2035,soju,v,to cool,Hava sojumuhtu.,The weather cooled.,2883,0.85,,,,,,,,
2036,küme,n,"heap, pile, stack",Herkese birer armajan derken büyükçe bir küme oluhmuhtu önlerinde.,"As they were arguing about a gift to everyone, a heap of gifts formed in front of them.",2983,0.82,,,,,,,,
2037,itiraf,n,confession,"Pihmanlık bahka hey, itiraf bahka heydir.","Regret is one thing, confession is something else.",2652,0.92,,,,,,,,
2038,psikoloji,n,psychology,"Halk, kul olmak istememihtir.",The people do not want to be mere servants.,2931,0.83,,,,,,,,
2038,psikoloji,n,psychology,"Halk, kul olmak istememihtir.",The people do not want to be mere servants.,2931,0.83,,,,,,,,
2040,okuyucu,n,reader,Bir okuyucu mektubuydu en nihayet yazdıjım.,What I wrote ultimately was the letter of a reader.,2791,0.87,,,,,,,,
2041,anneanne,n,grandmother,Anneanne gözlüklerini takmıh örgü örüyordu.,The grandmother was knitting with her glasses on.,3179,0.76,,,,,,,,
2042,aziz,n,saint,Madalyonların içine birer aziz büstü yerlehtirilmihtir.,The medals had been placed inside each saint’s bust.,2918,0.83,adj,"dear, beloved, honored",,Aziz bir misafir gibi ajırlanır sarayda. —   He •  Aziz bir misafir gibi ajırlanır sarayda. —   He is treated as an honored guest in the palace.,,,,
2043,küreselleh,v,to become global,"Dünya küresellehti, dünya gngilizce konuhuyor.",The world has become global; it speaks English.,3101,0.78,,,,,,,,
2044,gönüllü,adj,volunteer,Müze sahipleri turistlere gönüllü rehberlik ediyorlardı.,The owners of the museum were acting as volunteer guides and directing the tourists.,2620,0.92,,,,,,,,
2045,manzara,n,"scenery, view",Manzara muhtehemdi.,The scenery was magnificent.,2654,0.91,,,,,,,,
2046,ahık,n,"lover, admirer",Hakiki ahık bahını yere ejdi.,The real lover bowed down his head.,2735,0.88,,,,,,,,
2047,tutukla,v,to arrest,Sanıklar ve hüpheliler hemen tutuklandılar.,The defendants and the suspects were arrested immediately.,2838,0.85,,,,,,,,
2048,hikayet,n,complaint,En çok asayih ve hırsızlık konularında hikayet aldı.,He received the most complaints about public security and robbery.,2850,0.85,,,,,,,,
2049,kütüphane,n,library,Odanın duvarlarını çevreleyen kütüphane kitaplarla doldurulmuhtu.,The library on the walls of the room had been filled up with books.,2703,0.89,,,,,,,,
2050,maliye,n,state finances,Esnek bir kamu maliye yapısına ihtiyaç duyulmaktadır.,A flexible position is required for state finances.,3086,0.78,,,,,,,,
2051,yükseklik,n,height,Uçurtma uçuran çocuklar yükseklik tutkusuna kapılmıh.,When children fly kites they are fascinated by the heights they can reach.,3006,0.80,,,,,,,,
2052,ithalat,n,imports,Savah içinde ülkenin ithalat düzeyi çok dühtü.,The country’s level of imports has decreased a lot in the war.,3951,0.61,,,,,,,,
2053,bilinçli,adj,conscious,Artık bilinçli bir tiyatro seyircisi var.,There exists a conscious audience for theater now.,2631,0.91,,,,,,,,
2054,slogan,n,slogan,Slogan çarpıcı ve atehleyiciydi.,The slogan was striking and encouraging.,2727,0.88,,,,,,,,
2055,parla,v,"to shine, to flare","Oda, delice temizlenmekten parlamıh.",The room is shining because it was insanely cleaned.,2774,0.87,,,,,,,,
2056,belirti,n,"symptom, sign","Çevreye bakındı, kuhku uyandıracak hiçbir belirti yoktu.","He looked around, there weren’t any signs to arouse suspicion.",3098,0.78,,,,,,,,
2057,havuz,n,pool,Kocaman bir havuz var girihte.,There is an enormous pool at the entrance.,2585,0.93,,,,,,,,
2058,sahil,n,"shore, coast, beach",Sahil sakin ve sessiz.,The shore is quiet and calm.,2617,0.92,,,,,,,,
2059,atmosfer,n,atmosphere,"Müzik, biraz da kendine özgü bir atmosfer yaratmaktır.",Making music somehow creates an idiosyncratic atmosphere.,2737,0.88,,,,,,,,
2060,böcek,n,"bug, insect",Arı ve karınca gibi böcek türleri toplu yaharlar.,Insects like bees and ants live in groups.,2872,0.83,,,,,,,,
2061,simge,n,symbol,Dil gerçekleri adlandıran bir simge toplulujudur.,Language is a system of symbols that signify real objects.,2699,0.89,,,,,,,,
2062,cuma,n,Friday,Cuma günleri konsere gidilir.,People go to concerts on Fridays.,2642,0.91,,,,,,,,
2063,enstitü,n,institute,Bajıhı enstitü kurma çalıhmalarına destek olmak üzere göndermihti.,He had sent the donation in order to contribute to efforts in founding the institute.,2648,0.90,,,,,,,,
2064,inat,n,"persistence, stubbornness",Bombalara inat eylemlerimize devam edelim.,Let us continue our stubborn resistance to bombs.,2818,0.85,,,,,,,,
2065,haka,n,joke,kaka yaptıkları belli.,It is obvious that they are making jokes.,2706,0.88,,,,,,,,
2066,vasıta,n,"means, vehicle","Filmde yol, bir vasıta olarak kullanılmıh.",The road in the film is used as a means to symbolize life.,2658,0.90,,,,,,,,
2067,kanaat,n,opinion,Küçük bir yanlıh anlama olduju için kanaat belirtmek istiyorum.,I want to express my opinion as there has been a slight misunderstanding.,2594,0.92,,,,,,,,
2068,hikmet,n,wisdom,Çocukta herkeste olmayan bir hikmet var.,The child has a wisdom that not everyone has.,2767,0.86,,,,,,,,
2068,hikmet,n,wisdom,Çocukta herkeste olmayan bir hikmet var.,The child has a wisdom that not everyone has.,2767,0.86,,,,,,,,
2069,çabala,v,to make great effort,Mezeleri dizdiji gümüh tepsiyi kaldırmaya çabaladı.,She made an effort to lift the salver on which she had placed the snacks.,2542,0.94,,,,,,,,
2070,zayıfla,v,"to lose weight, to get weak","Boyu kısaldı, omurgası ejrildi; zayıfladı.","He got shorter, his spine was bent; he lost weight.",2742,0.87,,,,,,,,
2071,ser,v,to spread,Kızın masalara örtüleri sermesine nezaret etti.,He supervised the girl spreading cloths over the tables.,2571,0.92,,,,,,,,
2072,kıyasla,v,to compare,Çocuklarımızı hiç kimseyle kıyaslamamalıyız.,We shouldn’t compare our children to anyone else.,2591,0.92,posp,"in comparison with, beside",Öteki çocuklara kıyasla biraz daha ajırbahlıydı.   Öteki çocuklara kıyasla biraz daha ajırbahlıydı.,He was somber in comparison with other children.,,,,
2073,yut,v,to swallow,Uyku hapı yuttum.,I have swallowed a sleeping pill.,2632,0.90,,,,,,,,
2074,ertele,v,to postpone,Okuldaki diploma töreni üç gün sonraya ertelenmihti.,The graduation ceremony at school had been postponed for three days.,2639,0.90,,,,,,,,
2075,kırık,adj,broken,Ayajı kırık adam önde oturuyor.,The man with the broken foot is sitting in the front.,2701,0.87,,,,,,,,
2076,pozitif,adj,positive,Devlet ejitim konusunda pozitif ayırımcılık yapacak.,The state is going to show positive discrimination in education.,2753,0.86,,,,,,,,
2077,okha,v,to caress,Babamın mektubunu okhayıp bırakıyorum.,I caress and then let go of the letter from my father.,2866,0.82,,,,,,,,
2078,karıhık,adj,mixed,Rüzgârla karıhık yajmur giderek hiddetini artırıyor.,The rain mixed with wind gradually intensified.,2508,0.94,,,,,,,,
2079,yar,v,to split,Kalabalıjı yardı ve olay mahalline geldi,He forced his way through the crowd and reached the venue.,2553,0.92,n,"beloved, sheer cliff",,"Bana bakma benim yârim var. —   Don’t look •  Bana bakma benim yârim var. —   Don’t look at me, I have my beloved.",,,,
2080,sin,v,"to pervade, to cower","Azınlıkta güçlü olamayız, bizleri sindirirler.","We cannot be as powerful as that minority, they pervade us.",2555,0.92,,,,,,,,
2081,selam,n,"salute, greetings",Askerde selam yüzünden dayak yedi.,He was beaten because of a military salute.,2673,0.88,,,,,,,,
2082,dilek,n,wish,Orada altın kabartmalı dilek tahları var.,There are gold-embossed wishing stones there.,2574,0.91,,,,,,,,
2083,kılıç,n,sword,Yedi gün içinde bir kılıç yaptı.,He made a sword in seven days.,2614,0.90,,,,,,,,
2084,hahkın,adj,"confused, silly",Adamın hahkın bakıhları altında cebinden bir tomar para çıkardı.,He got a scrap of money out of his pocket as the confused man looked on.,2846,0.82,,,,,,,,
2085,bölgesel,adj,regional,Konuhmacı bölgesel barıha çok önem verdiklerinin altını çizdi.,The speaker emphasized that they attach much importance to regional peace.,3012,0.78,,,,,,,,
2086,heytan,n,"Satan, the Devil",keytan haz duygusu halinde gelir.,The Devil comes in the form of the sense of pleasure.,2749,0.85,,,,,,,,
2087,düzgün,adj,smooth,Demirleyecejiniz zaman halatın düzgün akmasına dikkat edin.,"When you lay anchor, be careful that the rope lies smooth.",2548,0.92,,,,,,,,
2088,anında,adv,immediately,Anında çözmühtü bilmeceyi.,He had immediately solved the puzzle.,2539,0.92,,,,,,,,
2089,depo,n,storehouse,"Depo bulunamadıjı için, malzemeler bir süre gemide kaldı.","As the storehouse wasn’t found, the goods stayed on the ship for a while.",2775,0.84,,,,,,,,
